;Symbol;medrv;bv;close_price;rv10;rsv_ss;open_time;nobs;rv5;bv_ss;rv5_ss;rv10_ss;open_to_close;close_time;rk_th2;rk_twoscale;open_price;rsv;rk_parzen
2004-05-10 00:00:00+01:00;.SPX;8.15E-05;0.000119787;1087.44;0.000180893;9.86E-05;93001;1550;0.000153574;0.000119787;0.000153574;0.000180893;-0.010301353;155946;0.000108353;0.000101433;1098.7;9.86E-05;0.000158227
2004-05-11 00:00:00+01:00;.SPX;1.41E-05;3.44E-05;1095.57;4.32E-05;1.28E-05;93006;1541;4.02E-05;3.44E-05;4.02E-05;4.32E-05;0.006804959;160006;4.08E-05;3.91E-05;1088.14;1.28E-05;3.41E-05
2004-05-12 00:00:00+01:00;.SPX;6.93E-05;0.000102756;1097.53;0.00011656;6.32E-05;93006;1541;0.000127455;0.000102756;0.000127455;0.00011656;0.002791973;160004;0.000119432;0.000116197;1094.47;6.32E-05;0.000257291
2004-05-13 00:00:00+01:00;.SPX;4.68E-05;7.89E-05;1096.23;7.00E-05;3.71E-05;93000;1541;8.21E-05;7.89E-05;8.21E-05;7.00E-05;-0.00095737;155958;9.01E-05;8.91E-05;1097.28;3.71E-05;4.28E-05
2004-05-14 00:00:00+01:00;.SPX;4.96E-05;9.65E-05;1095.52;9.10E-05;4.76E-05;93012;1541;9.62E-05;9.65E-05;9.62E-05;9.10E-05;-0.000447176;160010;0.000103403;0.000102696;1096.01;4.76E-05;7.14E-05
2004-05-17 00:00:00+01:00;.SPX;4.38E-05;6.80E-05;1083.9;0.000125654;9.23E-05;93012;1541;0.000124766;6.80E-05;0.000124766;0.000125654;-0.008177562;160010;0.000119861;0.000116994;1092.8;9.23E-05;0.000101561
2004-05-18 00:00:00+01:00;.SPX;7.68E-06;2.05E-05;1091.83;4.32E-05;7.71E-06;93003;1541;3.94E-05;2.05E-05;3.94E-05;4.32E-05;0.005667091;160001;3.56E-05;3.59E-05;1085.66;7.71E-06;2.11E-05
2004-05-19 00:00:00+01:00;.SPX;1.20E-05;3.46E-05;1089.02;9.97E-05;3.69E-05;93000;1541;9.87E-05;3.46E-05;9.87E-05;9.97E-05;-0.002265526;155955;7.52E-05;7.21E-05;1091.49;3.69E-05;0.000169388
2004-05-20 00:00:00+01:00;.SPX;2.07E-05;4.08E-05;1089.47;3.51E-05;1.95E-05;93007;1541;4.04E-05;4.08E-05;4.04E-05;3.51E-05;0.000358036;160006;3.95E-05;3.92E-05;1089.08;1.95E-05;2.04E-05
2004-05-21 00:00:00+01:00;.SPX;1.48E-05;2.86E-05;1093.85;5.48E-05;1.93E-05;93011;1553;4.18E-05;2.86E-05;4.18E-05;5.48E-05;0.00289306;155958;4.75E-05;4.62E-05;1090.69;1.93E-05;4.56E-05
2004-05-24 00:00:00+01:00;.SPX;2.40E-05;4.26E-05;1095.5;5.27E-05;2.32E-05;93008;1549;5.50E-05;4.26E-05;5.50E-05;5.27E-05;0.000602646;160005;5.24E-05;5.21E-05;1094.84;2.32E-05;4.06E-05
2004-05-25 00:00:00+01:00;.SPX;2.07E-05;4.15E-05;1113.39;5.39E-05;1.13E-05;93010;1541;5.12E-05;4.15E-05;5.12E-05;5.39E-05;0.016673317;160008;5.22E-05;5.03E-05;1094.98;1.13E-05;8.47E-05
2004-05-26 00:00:00+01:00;.SPX;1.61E-05;2.64E-05;1115.12;2.52E-05;1.42E-05;93010;1541;2.79E-05;2.64E-05;2.79E-05;2.52E-05;0.002469148;160006;3.20E-05;3.21E-05;1112.37;1.42E-05;7.83E-06
2004-05-27 00:00:00+01:00;.SPX;1.48E-05;3.95E-05;1121.21;6.73E-05;1.85E-05;93000;1541;5.25E-05;3.95E-05;5.25E-05;6.73E-05;0.005607867;155956;4.17E-05;4.05E-05;1114.94;1.85E-05;6.04E-05
2004-05-28 00:00:00+01:00;.SPX;7.77E-06;1.28E-05;1121.22;1.28E-05;6.01E-06;93008;1541;1.21E-05;1.28E-05;1.21E-05;1.28E-05;-0.000133774;160008;2.22E-05;2.25E-05;1121.37;6.01E-06;5.97E-06
2004-06-01 00:00:00+01:00;.SPX;2.25E-05;3.12E-05;1121.23;3.41E-05;1.51E-05;93009;1535;3.10E-05;3.12E-05;3.10E-05;3.41E-05;0.001562005;160007;3.40E-05;3.38E-05;1119.48;1.51E-05;4.34E-05
2004-06-02 00:00:00+01:00;.SPX;1.34E-05;2.47E-05;1125.09;2.95E-05;1.33E-05;93000;1541;3.39E-05;2.47E-05;3.39E-05;2.95E-05;0.003463492;155957;2.93E-05;2.88E-05;1121.2;1.33E-05;2.68E-05
2004-06-03 00:00:00+01:00;.SPX;1.87E-05;2.96E-05;1116.86;3.59E-05;2.63E-05;93000;1541;3.81E-05;2.96E-05;3.81E-05;3.59E-05;-0.00725297;155957;2.91E-05;2.87E-05;1124.99;2.63E-05;3.74E-05
2004-06-04 00:00:00+01:00;.SPX;1.27E-05;2.31E-05;1122.63;7.04E-05;1.23E-05;93003;1541;6.32E-05;2.31E-05;6.32E-05;7.04E-05;0.005341015;160000;5.09E-05;5.01E-05;1116.65;1.23E-05;4.73E-05
2004-06-07 00:00:00+01:00;.SPX;6.14E-06;1.76E-05;1140.3;4.48E-05;3.04E-06;93000;1541;3.68E-05;1.76E-05;3.68E-05;4.48E-05;0.015733045;155958;2.56E-05;2.43E-05;1122.5;3.04E-06;6.12E-05
2004-06-08 00:00:00+01:00;.SPX;7.46E-06;1.85E-05;1141.69;2.48E-05;1.37E-05;93008;1541;2.67E-05;1.85E-05;2.67E-05;2.48E-05;0.002157025;160000;2.14E-05;2.11E-05;1139.23;1.37E-05;1.33E-05
2004-06-09 00:00:00+01:00;.SPX;1.10E-05;1.59E-05;1131.17;1.67E-05;1.53E-05;93011;1549;2.05E-05;1.59E-05;2.05E-05;1.67E-05;-0.008731451;155945;2.29E-05;2.26E-05;1141.09;1.53E-05;2.22E-05
2004-06-10 00:00:00+01:00;.SPX;4.62E-06;1.05E-05;1136.24;1.43E-05;4.67E-06;93000;1541;1.82E-05;1.05E-05;1.82E-05;1.43E-05;0.004330634;155956;1.21E-05;1.18E-05;1131.33;4.67E-06;1.19E-05
2004-06-14 00:00:00+01:00;.SPX;9.01E-06;2.28E-05;1124.77;2.90E-05;2.71E-05;93006;1541;3.34E-05;2.28E-05;3.34E-05;2.90E-05;-0.009239086;160004;2.38E-05;2.32E-05;1135.21;2.71E-05;3.37E-05
2004-06-15 00:00:00+01:00;.SPX;1.16E-05;3.84E-05;1132.44;6.90E-05;1.61E-05;93009;1541;6.08E-05;3.84E-05;6.08E-05;6.90E-05;0.005214732;160001;3.94E-05;3.71E-05;1126.55;1.61E-05;5.43E-05
2004-06-16 00:00:00+01:00;.SPX;8.56E-06;1.21E-05;1133.58;1.48E-05;5.56E-06;93010;1541;1.52E-05;1.21E-05;1.52E-05;1.48E-05;0.001491964;160008;1.47E-05;1.45E-05;1131.89;5.56E-06;5.57E-06
2004-06-17 00:00:00+01:00;.SPX;7.37E-06;1.48E-05;1132.05;1.74E-05;1.40E-05;93006;1541;2.07E-05;1.48E-05;2.07E-05;1.74E-05;-0.000688778;160004;1.56E-05;1.51E-05;1132.83;1.40E-05;2.51E-05
2004-06-18 00:00:00+01:00;.SPX;6.47E-06;1.97E-05;1134.72;2.73E-05;1.01E-05;93006;1541;2.38E-05;1.97E-05;2.38E-05;2.73E-05;0.002355776;155959;2.59E-05;2.49E-05;1132.05;1.01E-05;3.60E-05
2004-06-21 00:00:00+01:00;.SPX;6.03E-06;1.79E-05;1130.38;2.18E-05;1.09E-05;93010;1541;1.73E-05;1.79E-05;1.73E-05;2.18E-05;-0.004457574;160008;1.63E-05;1.58E-05;1135.43;1.09E-05;2.32E-05
2004-06-22 00:00:00+01:00;.SPX;1.53E-05;2.43E-05;1134.61;3.43E-05;1.02E-05;93000;1541;2.70E-05;2.43E-05;2.70E-05;3.43E-05;0.003805895;155957;2.73E-05;2.62E-05;1130.3;1.02E-05;3.94E-05
2004-06-23 00:00:00+01:00;.SPX;1.29E-05;2.00E-05;1144.1;2.01E-05;5.77E-06;93011;1477;2.09E-05;2.00E-05;2.09E-05;2.01E-05;0.008761282;160009;2.13E-05;2.09E-05;1134.12;5.77E-06;4.52E-05
2004-06-24 00:00:00+01:00;.SPX;1.11E-05;2.16E-05;1141.28;1.64E-05;1.13E-05;93004;1541;2.00E-05;2.16E-05;2.00E-05;1.64E-05;-0.002170641;160002;2.13E-05;2.07E-05;1143.76;1.13E-05;7.20E-06
2004-06-25 00:00:00+01:00;.SPX;9.90E-06;1.43E-05;1138.34;1.78E-05;9.94E-06;93004;1541;1.90E-05;1.43E-05;1.90E-05;1.78E-05;-0.002097347;160002;2.24E-05;2.22E-05;1140.73;9.94E-06;2.47E-05
2004-06-28 00:00:00+01:00;.SPX;8.55E-06;2.58E-05;1133.8;4.10E-05;2.15E-05;93011;1454;4.54E-05;2.58E-05;4.54E-05;4.10E-05;-0.002466527;160010;3.49E-05;3.35E-05;1136.6;2.15E-05;5.19E-05
2004-06-29 00:00:00+01:00;.SPX;8.36E-06;1.57E-05;1136.58;1.41E-05;5.94E-06;93006;1541;1.57E-05;1.57E-05;1.57E-05;1.41E-05;0.003190076;160004;1.97E-05;1.97E-05;1132.96;5.94E-06;8.63E-06
2004-06-30 00:00:00+01:00;.SPX;5.14E-06;2.76E-05;1141.63;2.58E-05;1.05E-05;93011;1532;2.93E-05;2.76E-05;2.93E-05;2.58E-05;0.004442111;155956;3.34E-05;3.37E-05;1136.57;1.05E-05;2.76E-05
2004-07-01 00:00:00+01:00;.SPX;2.65E-05;4.49E-05;1128.7;4.69E-05;3.07E-05;93009;1541;4.56E-05;4.49E-05;4.56E-05;4.69E-05;-0.01060188;160007;4.73E-05;4.60E-05;1140.73;3.07E-05;8.28E-05
2004-07-02 00:00:00+01:00;.SPX;1.04E-05;2.71E-05;1124.86;3.09E-05;1.54E-05;93000;1560;2.97E-05;2.71E-05;2.97E-05;3.09E-05;-0.003620556;155957;3.09E-05;3.04E-05;1128.94;1.54E-05;2.02E-05
2004-07-06 00:00:00+01:00;.SPX;1.73E-05;2.97E-05;1116.43;4.24E-05;2.02E-05;93009;1541;2.99E-05;2.97E-05;2.99E-05;4.24E-05;-0.006383922;160007;2.58E-05;2.57E-05;1123.58;2.02E-05;3.50E-05
2004-07-07 00:00:00+01:00;.SPX;8.30E-06;1.69E-05;1117.92;2.04E-05;7.62E-06;93001;1541;1.87E-05;1.69E-05;1.87E-05;2.04E-05;0.001530798;155959;2.05E-05;2.05E-05;1116.21;7.62E-06;2.60E-05
2004-07-08 00:00:00+01:00;.SPX;1.18E-05;3.87E-05;1108.92;4.13E-05;2.66E-05;93008;1541;4.25E-05;3.87E-05;4.25E-05;4.13E-05;-0.007009249;160006;4.61E-05;4.53E-05;1116.72;2.66E-05;4.11E-05
2004-07-09 00:00:00+01:00;.SPX;1.13E-05;2.28E-05;1112.68;4.23E-05;1.00E-05;93001;1513;4.27E-05;2.28E-05;4.27E-05;4.23E-05;0.003213628;155950;3.33E-05;3.25E-05;1109.11;1.00E-05;1.87E-05
2004-07-12 00:00:00+01:00;.SPX;9.40E-06;2.52E-05;1114.2;2.80E-05;1.39E-05;93008;1541;3.09E-05;2.52E-05;3.09E-05;2.80E-05;0.002363228;160006;3.39E-05;3.32E-05;1111.57;1.39E-05;4.17E-05
2004-07-13 00:00:00+01:00;.SPX;5.64E-06;8.48E-06;1115.18;7.11E-06;5.16E-06;93011;1541;8.97E-06;8.48E-06;8.97E-06;7.11E-06;0.000278021;160006;1.21E-05;1.23E-05;1114.87;5.16E-06;2.89E-06
2004-07-14 00:00:00+01:00;.SPX;1.43E-05;3.29E-05;1111.27;6.32E-05;4.23E-05;93000;1541;6.27E-05;3.29E-05;6.27E-05;6.32E-05;-0.003476452;155958;4.65E-05;4.51E-05;1115.14;4.23E-05;6.02E-05
2004-07-15 00:00:00+01:00;.SPX;1.30E-05;2.50E-05;1106.81;2.32E-05;1.41E-05;93008;1518;2.97E-05;2.50E-05;2.97E-05;2.32E-05;-0.004750132;160007;3.00E-05;2.98E-05;1112.08;1.41E-05;3.01E-05
2004-07-16 00:00:00+01:00;.SPX;1.44E-05;2.94E-05;1101.42;4.16E-05;1.90E-05;93009;1541;3.77E-05;2.94E-05;3.77E-05;4.16E-05;-0.005893153;160007;3.11E-05;3.05E-05;1107.93;1.90E-05;2.69E-05
2004-07-19 00:00:00+01:00;.SPX;2.18E-05;4.03E-05;1100.85;3.54E-05;2.05E-05;93001;1541;3.91E-05;4.03E-05;3.91E-05;3.54E-05;-0.00049041;155959;3.65E-05;3.56E-05;1101.39;2.05E-05;4.67E-05
2004-07-20 00:00:00+01:00;.SPX;1.84E-05;3.99E-05;1108.54;4.37E-05;1.77E-05;93013;1541;3.93E-05;3.99E-05;3.93E-05;4.37E-05;0.006734154;160011;3.39E-05;3.34E-05;1101.1;1.77E-05;1.40E-05
